name,price,short_description,rating,number_of_reviews,product_description
"iLuv TB100 Wireless Earbuds, Bluetooth, Built-in Microphone, 20 Hour Playtime, IPX6 Waterproof Protection, Compatible with Apple & Android; Includes Compact Charging Case and 3 Ear Tips, Black",$24.99,"About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) TRUE WIRELESS AND ULTRA-LIGHT: Compact and ultra-lightweight, these cordless TWS bluetooth earbuds are perfect for workouts, runs, sports and gaming. The in-ear earphones are ergonomically designed to fit snug into each ear. The earbuds also include 3 sizes (large, medium, small) of soft, flexible ear tips to ensure a comfortable and secure fit. Say goodbye to wired earphone tangles and say hello to the freedom of movement! ADVANCED HIGH QUALITY TECHNOLOGY: These true wireless earbuds employ the most advanced Bluetooth 5.0 technology to give you the best listening experience. Features included are simple and instant pairing, auto reconnection, improved connection stability and improved battery performance. The in-ear earphones also sport a sleek high quality simple design of a buttonless surface; simply double tap to control, play, pause, or answer a phone call. HIGH-FIDELITY PREMIUM STEREO SOUND: Enjoy crystal clear music with exceptional accuracy and clarity. These cordless TWS in-ear earbuds are well balanced with bass and clear treble to create a rich high-fidelity sound experience. The in-ear ergonomic earbud structure supports external noise isolation to deliver premium high quality stereo sound. ALL DAY LISTENING AND CHARGE ON THE GO: The powerful battery within these true wireless bluetooth earphones allow for all day listening. One full charge will deliver 6 hours listening time and will provide an additional 14 hours with multiple charges from the portable compact charging case. Quick charging technology enables 2 hours of listening from just 20 minutes of charge. Charging case features LED lighting to indicate battery life as well as magnetic attraction for easy earbud placement. WATERPROOF PROTECTION: These true wireless in-ear earbuds and charging case are sealed with IPX6 rated protection to endure a minimum of three minutes of powerful jets spraying at least 100 liters of water per minute without water penetrating the hardware. Be worry free from sweat, heavy rain or spilled liquid and enjoy high quality music anywhere at anytime.",4.3 out of 5,"54,971 global ratings",nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
"Wyze Labs Expandable Storage 32GB MicroSDHC Card Class 10, Black - WYZEMSD32C10",$11.96,"About this item This fits your . Make sure this fits by entering your model number. P.when(""ReplacementPartsBulletLoader"").execute(function(module){ module.initializeDPX(); }) Class 10 and UHS-1 (U1) Media storage: ~2, 880 minutes (48 hours) of HD video, ~10, 080 minutes (168 hours) of SD video, and ~4, 200 16MP photos based on internal testing results Read speed: 90MB/s and write speed: 20MB/s Maximizes Wyze Cam functionality with continuous recording and time-lapse video and enables video to continue to record even if Wi-Fi connection is interrupted. Compatible with Wyze Cam, Wyze Cam pan, as well as non-Wyze devices for local storage",4.6 out of 5,"23,497 global ratings",nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
OTTERBOX COMMUTER SERIES Case for iPhone SE (2nd Gen - 2020) & iPhone 8/7 (NOT PLUS) - Retail Packaging - BLACK,$22.50,"About this item DOES NOT come with a screen protector Thin, lightweight 2-piece case provides protection against drops, bumps and shock (port covers block entry of dust and debris) Slides easily in and out of pockets Includes OtterBox limited lifetime warranty (see website for details)",4.7 out of 5,"43,574 global ratings",nan
nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan
"iPhone Tripod Mount Adapter Universal Cell Phone Tripod Mount, Vertical Horizontal Adjustable Clamp 2.3~4.0"" Wide",$9.30,"Better shots with dual flexible models: Items come with the cell phone tripod and mount adapter together, you can use them together or separately with different scenes, both of them are rotatable design, the tripod mount adapter also has three mount points, you can capture level shots on almost any surface, even wrap the flexible tripod legs around a lamp or tree. Sturdy construction and protection: With high quality engineering plastic it keeps lightweight and sturdy; Soft protective rubber and metal screw structure can hold and protect your phone; Metal ball and screw ensure a more durable and better lifetime even with frequently use; 3mm diameter pure aluminum material will keeps the three legs with better ductility and Load-bearing; Lightweight for a travel: The whole weight of cell phone tripod and mount adapter are just 128g , while the tripod is just 50g, you can put them into your bag integrally or individually as your needs. Various mount compatible: This cell phone tripod can also use for Video Slider, Ring Light, and Stabilizer. Also fits for most cell phone with or without a cased (width between 2.25inches-3inches ), such as iphone X, iPhone 7, 8, 7 plus, iPhone 6s, iPhone 6s plus, iPhone 6, iphone SE/5s/5/5c,Samsung Galaxy S7/S6,Galaxy S7/S6 edge, Note 5/4/3, etc. Quality Guarantee: we offers a full 90 days 100% money back guarantee, so contact with us if you have problems.",4.6 out of 5,959 global ratings,Phone holder
TIYA for Huawei Mate 20 Pro Case Black [Ring Armor Series] Protective Magnetic Carriage Cover funda,$9.90,"About this item The Huawei Mate 20 Pro case is made The inner shell is made from TPU, which is flexible, and the outer case is hard PC (poly-carbonate) material. Hybrid armor hard PC cover and impact resistant shockproof soft rubber bumper.Improved peripheral access: Precise cutouts and design, easy access to all buttons, cameras and ports. Built in 360 degree rotating kickstand can meet your eyes to find a comfortable viewing position.With a ring support,prevent your phone from falling from your hands. Take photos, text, or talk without worrying about dropping your valuable device. Special Features: Creative magnetism Car bracket ring shell. TIYA designed for Huawei Mate 20 Pro.",4.4 out of 5,75 global ratings,"Brand :TIYA Name :TIYA Huawei Mate 20 Pro Ring Case inside Mate 20 Pro Case * 1 Products with six months warranty. If there is any question, please don't hesitate to contact us firstly via Amazon message system. We will reply you asap within 24 hours and try our best to solve your problems. It is also noted that all pictures we attach are taken under the most natural condition of the products. But even so, the color difference may still exist due to the different image resolution of different computers and mobiles."
TIYA for Huawei Mate 20 Case Gold [Ring Armor Series] Protective Magnetic Carriage Mate20 Cover,$8.90,"About this item The Huawei Mate 20 case is made The inner shell is made from TPU, which is flexible, and the outer case is hard PC (poly-carbonate) material. Hybrid armor hard PC cover and impact resistant shockproof soft rubber bumper.Improved peripheral access: Precise cutouts and design, easy access to all buttons, cameras and ports. Built in 360 degree rotating kickstand can meet your eyes to find a comfortable viewing position.With a ring support,prevent your phone from falling from your hands. Take photos, text, or talk without worrying about dropping your valuable device. Special Features: Creative magnetism Car bracket ring shell. TIYA designed for Huawei Mate 20.",5 out of 5,1 global rating,"Brand :TIYA Name :TIYA Huawei Mate 20 Ring Case inside Mate 20 Case * 1 Products with six months warranty. If there is any question, please don't hesitate to contact us firstly via Amazon message system. We will reply you asap within 24 hours and try our best to solve your problems. It is also noted that all pictures we attach are taken under the most natural condition of the products. But even so, the color difference may still exist due to the different image resolution of different computers and mobiles."
CaliCase Universal Waterproof Floating Case Pouch - American Flag,$29.99,About this item DOUBLE THE PROTECTION - CaliCase uses 2 layers of high quality PVC plastic which ensures maximum waterproof protection and long term use. PHOTOS & VIDEO UNDERWATER - Take photos & video in a snap with the double sided crystal clear windows. (Waterproof IPX8 certified up to 100 feet underwater.) FLOATS - No more stress about your phone sinking to the bottom of the ocean. CaliCase floats so you can enjoy yourself around the water knowing your valuables are safe. FITS YOUR PHONE - Universal size fits all phones including of 6'1 inches in height and under. 100% MONEY BACK GUARANTEE W/ LIFETIME WARRANTY - No questions asked returns with a lifetime warranty!,4.4 out of 5,"2,292 global ratings","3 reasons why you should buy a CaliCase? #1 PROTECTION - We use the highest quality available materials which includes 2 layers of PVC plastic, our competitors use just 1. Big difference! LIFETIME WARRANTY - No questions asked, because we believe in our product! WE FLOAT! - Take your case underwater with the peace of mind of knowing your case won’t sink to the bottom if it slips from your hand. The added foam insert will help your case float to the top of the water. Comes with: (1) Waterproof case (1) Lanyard (1) Carabiner (1) Microfiber Cloth"
"YESPURE Crossbody Case for Google Pixel 3,Case for Google Pixel 3,Clear Transparent TPU Soft Case for Google Pixel 3 Holder with Neck Cord Lanyard Strap-Clear ( for Google Pixel 3,red-Beige)",$10.99,"PERFECT FIT CASE ---- This case compatible with Google Pixel 3 CONVENIENT STRAP ---- The mobile phone necklace has clean, elegant cord ends made of brass material. Perfect to have your hands free while doing other things. SHOCK ABSORPTION CASE ---- Not bulky, not flimsy, but it can provide adequate protection, scratch resistant and absorb the pressure HIGH QUALITY TPU---- Made of flexible and soft TPU material, easy to install and remove. Precise cutouts for speakers, power port, audio port and buttons NEWEST DESIGN CASE ---- New The fashionable design will display your Phone beautifully.",4.8 out of 5,4 global ratings,"PERFECT FIT CASE This case compatible with Google Pixel 3 CONVENIENT STRAP The mobile iphone necklace has clean, elegant cord ends made of brass material. Perfect to have your hands free while doing other things. SHOCK ABSORPTION CASE Not bulky, not flimsy, but it can provide adequate protection, scratch resistant and absorb the pressure HIGH QUALITY TPU Made of flexible and soft TPU material, easy to install and remove. Precise cutouts for speakers, power port, audio port and buttons NEWEST DESIGN CASE New The fashionable design will display your Phone beautifully. Package:1 x Crossbody Case for Google Pixel 3 1 x Replaceable White Metal Leather Rope"
TIYA for Huawei Mate 20 Pro Case Black [Ring Armor Series] Protective Magnetic Carriage Cover funda,$9.90,"About this item The Huawei Mate 20 Pro case is made The inner shell is made from TPU, which is flexible, and the outer case is hard PC (poly-carbonate) material. Hybrid armor hard PC cover and impact resistant shockproof soft rubber bumper.Improved peripheral access: Precise cutouts and design, easy access to all buttons, cameras and ports. Built in 360 degree rotating kickstand can meet your eyes to find a comfortable viewing position.With a ring support,prevent your phone from falling from your hands. Take photos, text, or talk without worrying about dropping your valuable device. Special Features: Creative magnetism Car bracket ring shell. TIYA designed for Huawei Mate 20 Pro.",4.4 out of 5,75 global ratings,"Brand :TIYA Name :TIYA Huawei Mate 20 Pro Ring Case inside Mate 20 Pro Case * 1 Products with six months warranty. If there is any question, please don't hesitate to contact us firstly via Amazon message system. We will reply you asap within 24 hours and try our best to solve your problems. It is also noted that all pictures we attach are taken under the most natural condition of the products. But even so, the color difference may still exist due to the different image resolution of different computers and mobiles."
